,Unnamed: 0,Hora,estacion,produccion_media_kWh,produccion_ajustada
637,637,15,37,0.3362035366077143,0.06406365172295764
638,638,15,38,0.3879271576242858,0.07391959814187422
639,639,15,39,0.2844799155911429,0.054207705304041086
640,640,16,0,0.2784419443488571,0.053057168665783264
641,641,16,1,0.2421234298685714,0.04613666840502893
642,642,16,2,0.1815925724014286,0.0346025013037717
643,643,16,3,0.1936987438948571,0.03690933472402314
644,644,16,4,0.1331678864277143,0.025375167622765916
645,645,16,5,0.338972801816,0.0645913357670405
646,646,16,6,0.338972801816,0.0645913357670405
647,647,16,7,0.2179110868817143,0.04152300156452604
648,648,16,8,0.2905481158422857,0.055364002086034717
649,649,16,9,0.169486400908,0.03229566788352025
650,650,16,10,0.1452740579211428,0.02768200104301735
651,651,16,11,0.1452740579211428,0.02768200104301735
652,652,16,12,0.1089555434408571,0.020761500782263013
653,653,16,13,0.1089555434408571,0.020761500782263013
654,654,16,14,0.084743200454,0.016147833941760125
655,655,16,15,0.1452740579211428,0.02768200104301735
656,656,16,16,0.169486400908,0.03229566788352025
657,657,16,17,0.1573802294145714,0.029988834463268797
658,658,16,18,0.3147604588291429,0.059977668926537615
659,659,16,19,0.1210617149342857,0.023068334202514466
660,660,16,20,0.169486400908,0.03229566788352025
661,661,16,21,0.2179110868817143,0.04152300156452604
662,662,16,22,0.1210617149342857,0.023068334202514466
663,663,16,23,0.1210617149342857,0.023068334202514466
664,664,16,24,0.3026542873357143,0.05767083550628617
665,665,16,25,0.1331678864277143,0.025375167622765916
666,666,16,26,0.1815925724014286,0.0346025013037717
667,667,16,27,0.254229601362,0.04844350182528038
668,668,16,28,0.2905481158422857,0.055364002086034717
669,669,16,29,0.2784419443488571,0.053057168665783264
670,670,16,30,0.2784419443488571,0.053057168665783264
671,671,16,31,0.1331678864277143,0.025375167622765916
672,672,16,32,0.2421234298685714,0.04613666840502893
673,673,16,33,0.254229601362,0.04844350182528038
674,674,16,34,0.1936987438948571,0.03690933472402314
675,675,16,35,0.169486400908,0.03229566788352025
676,676,16,36,0.3510789733094286,0.06689816918729197
677,677,16,37,0.1573802294145714,0.029988834463268797
678,678,16,38,0.1815925724014286,0.0346025013037717
679,679,16,39,0.1331678864277143,0.025375167622765916
680,680,17,0,0.0238388665931428,0.004542500838339212
681,681,17,1,0.0207294492114285,0.003950000728990615
682,682,17,2,0.0155470869085714,0.0029625005467429663
683,683,17,3,0.0165835593691428,0.003160000583192492
684,684,17,4,0.0114011970662857,0.002172500400944843
685,685,17,5,0.029021228896,0.00553000102058688
686,686,17,6,0.029021228896,0.00553000102058688
687,687,17,7,0.0186565042902857,0.003555000656091563
688,688,17,8,0.0248753390537142,0.004740000874788738
689,689,17,9,0.014510614448,0.00276500051029344
690,690,17,10,0.0124376695268571,0.002370000437394369
691,691,17,11,0.0124376695268571,0.002370000437394369
692,692,17,12,0.0093282521451428,0.001777500328045772
693,693,17,13,0.0093282521451428,0.001777500328045772
694,694,17,14,0.007255307224,0.00138250025514672
695,695,17,15,0.0124376695268571,0.002370000437394369
696,696,17,16,0.014510614448,0.00276500051029344
697,697,17,17,0.0134741419874285,0.002567500473843895
698,698,17,18,0.0269482839748571,0.005135000947687809
699,699,17,19,0.0103647246057142,0.001975000364495298
700,700,17,20,0.014510614448,0.00276500051029344
701,701,17,21,0.0186565042902857,0.003555000656091563
702,702,17,22,0.0103647246057142,0.001975000364495298
703,703,17,23,0.0103647246057142,0.001975000364495298
704,704,17,24,0.0259118115142857,0.004937500911238284
705,705,17,25,0.0114011970662857,0.002172500400944843
706,706,17,26,0.0155470869085714,0.0029625005467429663
707,707,17,27,0.021765921672,0.00414750076544016
708,708,17,28,0.0248753390537142,0.004740000874788738
709,709,17,29,0.0238388665931428,0.004542500838339212
710,710,17,30,0.0238388665931428,0.004542500838339212
711,711,17,31,0.0114011970662857,0.002172500400944843
712,712,17,32,0.0207294492114285,0.003950000728990615
713,713,17,33,0.021765921672,0.00414750076544016
714,714,17,34,0.0165835593691428,0.003160000583192492
715,715,17,35,0.014510614448,0.00276500051029344
716,716,17,36,0.0300577013565714,0.005727501057036406
717,717,17,37,0.0134741419874285,0.002567500473843895
718,718,17,38,0.0155470869085714,0.0029625005467429663
719,719,17,39,0.0114011970662857,0.002172500400944843
720,720,18,0,0.0,0.0
721,721,18,1,0.0,0.0
722,722,18,2,0.0,0.0
723,723,18,3,0.0,0.0
724,724,18,4,0.0,0.0
725,725,18,5,0.0,0.0
726,726,18,6,0.0,0.0
727,727,18,7,0.0,0.0
728,728,18,8,0.0,0.0
729,729,18,9,0.0,0.0
730,730,18,10,0.0,0.0
731,731,18,11,0.0,0.0
732,732,18,12,0.0,0.0
733,733,18,13,0.0,0.0
734,734,18,14,0.0,0.0
735,735,18,15,0.0,0.0
736,736,18,16,0.0,0.0
737,737,18,17,0.0,0.0
738,738,18,18,0.0,0.0
739,739,18,19,0.0,0.0
740,740,18,20,0.0,0.0
741,741,18,21,0.0,0.0
742,742,18,22,0.0,0.0
743,743,18,23,0.0,0.0
744,744,18,24,0.0,0.0
745,745,18,25,0.0,0.0
746,746,18,26,0.0,0.0
747,747,18,27,0.0,0.0
748,748,18,28,0.0,0.0
749,749,18,29,0.0,0.0
750,750,18,30,0.0,0.0
751,751,18,31,0.0,0.0
752,752,18,32,0.0,0.0
753,753,18,33,0.0,0.0
754,754,18,34,0.0,0.0
755,755,18,35,0.0,0.0
756,756,18,36,0.0,0.0
757,757,18,37,0.0,0.0
758,758,18,38,0.0,0.0
759,759,18,39,0.0,0.0
760,760,19,0,0.0,0.0
761,761,19,1,0.0,0.0
762,762,19,2,0.0,0.0
763,763,19,3,0.0,0.0
764,764,19,4,0.0,0.0
765,765,19,5,0.0,0.0
766,766,19,6,0.0,0.0
767,767,19,7,0.0,0.0
768,768,19,8,0.0,0.0
769,769,19,9,0.0,0.0
770,770,19,10,0.0,0.0
771,771,19,11,0.0,0.0
772,772,19,12,0.0,0.0
773,773,19,13,0.0,0.0
774,774,19,14,0.0,0.0
775,775,19,15,0.0,0.0
776,776,19,16,0.0,0.0
777,777,19,17,0.0,0.0
778,778,19,18,0.0,0.0
779,779,19,19,0.0,0.0
780,780,19,20,0.0,0.0
781,781,19,21,0.0,0.0
782,782,19,22,0.0,0.0
783,783,19,23,0.0,0.0
784,784,19,24,0.0,0.0
785,785,19,25,0.0,0.0
786,786,19,26,0.0,0.0
787,787,19,27,0.0,0.0
788,788,19,28,0.0,0.0
789,789,19,29,0.0,0.0
790,790,19,30,0.0,0.0
791,791,19,31,0.0,0.0
792,792,19,32,0.0,0.0
793,793,19,33,0.0,0.0
794,794,19,34,0.0,0.0
795,795,19,35,0.0,0.0
796,796,19,36,0.0,0.0
797,797,19,37,0.0,0.0
798,798,19,38,0.0,0.0
799,799,19,39,0.0,0.0
800,800,20,0,0.0,0.0
801,801,20,1,0.0,0.0
802,802,20,2,0.0,0.0
803,803,20,3,0.0,0.0
804,804,20,4,0.0,0.0
805,805,20,5,0.0,0.0
806,806,20,6,0.0,0.0
807,807,20,7,0.0,0.0
808,808,20,8,0.0,0.0
809,809,20,9,0.0,0.0
810,810,20,10,0.0,0.0
811,811,20,11,0.0,0.0
812,812,20,12,0.0,0.0
813,813,20,13,0.0,0.0
814,814,20,14,0.0,0.0
815,815,20,15,0.0,0.0
816,816,20,16,0.0,0.0
817,817,20,17,0.0,0.0
818,818,20,18,0.0,0.0
819,819,20,19,0.0,0.0
820,820,20,20,0.0,0.0
821,821,20,21,0.0,0.0
822,822,20,22,0.0,0.0
823,823,20,23,0.0,0.0
824,824,20,24,0.0,0.0
825,825,20,25,0.0,0.0
826,826,20,26,0.0,0.0
827,827,20,27,0.0,0.0
828,828,20,28,0.0,0.0
829,829,20,29,0.0,0.0
830,830,20,30,0.0,0.0
831,831,20,31,0.0,0.0
832,832,20,32,0.0,0.0
833,833,20,33,0.0,0.0
834,834,20,34,0.0,0.0
835,835,20,35,0.0,0.0
836,836,20,36,0.0,0.0
837,837,20,37,0.0,0.0
838,838,20,38,0.0,0.0
839,839,20,39,0.0,0.0
840,840,21,0,0.0,0.0
841,841,21,1,0.0,0.0
842,842,21,2,0.0,0.0
843,843,21,3,0.0,0.0
844,844,21,4,0.0,0.0
845,845,21,5,0.0,0.0
846,846,21,6,0.0,0.0
847,847,21,7,0.0,0.0
848,848,21,8,0.0,0.0
849,849,21,9,0.0,0.0
850,850,21,10,0.0,0.0
851,851,21,11,0.0,0.0
852,852,21,12,0.0,0.0
853,853,21,13,0.0,0.0
854,854,21,14,0.0,0.0
855,855,21,15,0.0,0.0
856,856,21,16,0.0,0.0
857,857,21,17,0.0,0.0
858,858,21,18,0.0,0.0
859,859,21,19,0.0,0.0
860,860,21,20,0.0,0.0
861,861,21,21,0.0,0.0
862,862,21,22,0.0,0.0
863,863,21,23,0.0,0.0
864,864,21,24,0.0,0.0
865,865,21,25,0.0,0.0
866,866,21,26,0.0,0.0
867,867,21,27,0.0,0.0
868,868,21,28,0.0,0.0
869,869,21,29,0.0,0.0
870,870,21,30,0.0,0.0
871,871,21,31,0.0,0.0
872,872,21,32,0.0,0.0
873,873,21,33,0.0,0.0
874,874,21,34,0.0,0.0
875,875,21,35,0.0,0.0
876,876,21,36,0.0,0.0
877,877,21,37,0.0,0.0
878,878,21,38,0.0,0.0
879,879,21,39,0.0,0.0
880,880,22,0,0.0,0.0
881,881,22,1,0.0,0.0
882,882,22,2,0.0,0.0
883,883,22,3,0.0,0.0
884,884,22,4,0.0,0.0
885,885,22,5,0.0,0.0
886,886,22,6,0.0,0.0
887,887,22,7,0.0,0.0
888,888,22,8,0.0,0.0
889,889,22,9,0.0,0.0
890,890,22,10,0.0,0.0
891,891,22,11,0.0,0.0
892,892,22,12,0.0,0.0
893,893,22,13,0.0,0.0
894,894,22,14,0.0,0.0
895,895,22,15,0.0,0.0
896,896,22,16,0.0,0.0
897,897,22,17,0.0,0.0
898,898,22,18,0.0,0.0
899,899,22,19,0.0,0.0
900,900,22,20,0.0,0.0
901,901,22,21,0.0,0.0
902,902,22,22,0.0,0.0
903,903,22,23,0.0,0.0
904,904,22,24,0.0,0.0
905,905,22,25,0.0,0.0
906,906,22,26,0.0,0.0
907,907,22,27,0.0,0.0
908,908,22,28,0.0,0.0
909,909,22,29,0.0,0.0
910,910,22,30,0.0,0.0
911,911,22,31,0.0,0.0
912,912,22,32,0.0,0.0
913,913,22,33,0.0,0.0
914,914,22,34,0.0,0.0
915,915,22,35,0.0,0.0
916,916,22,36,0.0,0.0
917,917,22,37,0.0,0.0
918,918,22,38,0.0,0.0
919,919,22,39,0.0,0.0
920,920,23,0,0.0,0.0
921,921,23,1,0.0,0.0
922,922,23,2,0.0,0.0
923,923,23,3,0.0,0.0
924,924,23,4,0.0,0.0
925,925,23,5,0.0,0.0
926,926,23,6,0.0,0.0
927,927,23,7,0.0,0.0
928,928,23,8,0.0,0.0
929,929,23,9,0.0,0.0
930,930,23,10,0.0,0.0
931,931,23,11,0.0,0.0
932,932,23,12,0.0,0.0
933,933,23,13,0.0,0.0
934,934,23,14,0.0,0.0
935,935,23,15,0.0,0.0
936,936,23,16,0.0,0.0
937,937,23,17,0.0,0.0
938,938,23,18,0.0,0.0
939,939,23,19,0.0,0.0
940,940,23,20,0.0,0.0
941,941,23,21,0.0,0.0
942,942,23,22,0.0,0.0
943,943,23,23,0.0,0.0
944,944,23,24,0.0,0.0
945,945,23,25,0.0,0.0
946,946,23,26,0.0,0.0
947,947,23,27,0.0,0.0
948,948,23,28,0.0,0.0
949,949,23,29,0.0,0.0
950,950,23,30,0.0,0.0
951,951,23,31,0.0,0.0
952,952,23,32,0.0,0.0
953,953,23,33,0.0,0.0
954,954,23,34,0.0,0.0
955,955,23,35,0.0,0.0
956,956,23,36,0.0,0.0
957,957,23,37,0.0,0.0
958,958,23,38,0.0,0.0
959,959,23,39,0.0,0.0
