Origen,Destino,Distancia_km,Desnivel,Consumo_Wh
14.0,24.0,11.240200000000002,29.0,154.64270000000002
14.0,25.0,13.828700000000001,33.0,189.98745000000002
14.0,26.0,12.6168,40.0,174.3268
14.0,27.0,10.697899999999999,12.0,145.62164999999996
14.0,28.0,13.799700000000001,8.0,187.09595000000002
14.0,29.0,10.769,22.0,147.58149999999998
14.0,30.0,7.4472,-8.0,99.7372
14.0,31.0,8.2189,9.0,111.85515
14.0,32.0,11.8173,36.0,163.13354999999999
14.0,33.0,8.373899999999999,37.0,116.74765
14.0,34.0,7.3377,-5.0,98.55895
14.0,35.0,6.9212,10.0,94.4362
14.0,36.0,9.9301,7.0,134.75634999999997
14.0,37.0,4.8392,10.0,66.3292
14.0,38.0,22.533099999999997,22.0,306.39685
14.0,39.0,12.2611,8.0,166.32485000000003
15.0,0.0,7.9463,2.0,107.47505
15.0,1.0,5.816,-32.0,75.31599999999999
15.0,2.0,12.4435,-28.0,165.18725
15.0,3.0,2.8697,3.0,39.040949999999995
15.0,4.0,4.0136,20.0,56.183600000000006
15.0,5.0,8.2099,-12.0,109.63364999999999
15.0,6.0,6.5114,8.0,88.7039
15.0,7.0,10.2755,30.0,141.71925
15.0,8.0,6.9948999999999995,12.0,95.63114999999999
15.0,9.0,6.948600000000001,-23.0,91.50610000000002
15.0,10.0,6.507,-23.0,85.5445
15.0,11.0,14.2394,-8.0,191.43189999999998
15.0,12.0,14.2194,-11.0,190.86190000000002
15.0,13.0,15.638,-8.0,210.313
15.0,14.0,15.7385,-16.0,210.86975
15.0,16.0,1.4862,1.0,20.163700000000002
15.0,17.0,10.959700000000002,-22.0,145.75595000000004
15.0,18.0,9.652899999999999,-22.0,128.11415
15.0,19.0,4.6341,-6.0,61.96035
15.0,20.0,2.946,25.0,42.271
15.0,21.0,7.280600000000001,-23.0,95.98810000000002
15.0,22.0,6.7113000000000005,-25.0,88.10255000000001
15.0,23.0,7.0693,14.0,96.83555000000001
15.0,24.0,8.757100000000001,13.0,119.52085000000001
15.0,25.0,2.4523,17.0,34.806050000000006
15.0,26.0,4.0659,24.0,57.28965
15.0,27.0,7.3279,-4.0,98.52664999999999
15.0,28.0,5.8,-8.0,77.5
15.0,29.0,6.7254,6.0,91.39289999999998
15.0,30.0,8.648399999999999,-24.0,114.35339999999998
15.0,31.0,7.7452,-7.0,103.86019999999999
15.0,32.0,5.4348,20.0,75.3698
15.0,33.0,11.4182,21.0,156.2457
15.0,34.0,10.4352,-21.0,138.7752
15.0,35.0,10.9849,-6.0,147.69615
15.0,36.0,6.8515,-9.0,91.59525
15.0,37.0,13.1422,-6.0,176.8197
15.0,38.0,8.804,6.0,119.454
15.0,39.0,9.908700000000001,-8.0,132.96745
16.0,0.0,7.0081999999999995,1.0,94.71069999999999
16.0,1.0,5.3004,-33.0,68.2554
16.0,2.0,10.693700000000002,-29.0,141.46495000000002
16.0,3.0,2.0028,2.0,27.2378
16.0,4.0,3.2938,19.0,46.3663
16.0,5.0,7.49,-13.0,99.81500000000001
16.0,6.0,5.791600000000001,7.0,78.88660000000002
16.0,7.0,9.5556,29.0,131.9006
16.0,8.0,6.3983,11.0,87.47704999999999
16.0,9.0,6.5779,-24.0,86.40164999999999
16.0,10.0,6.1363,-24.0,80.44005
16.0,11.0,13.5196,-9.0,181.6146
16.0,12.0,13.4995,-12.0,181.04325
16.0,13.0,14.502799999999999,-9.0,194.88779999999997
16.0,14.0,15.018600000000001,-17.0,201.05110000000002
16.0,15.0,1.2931,-1.0,17.356849999999998
16.0,17.0,10.2399,-23.0,135.93865
16.0,18.0,8.9331,-23.0,118.29684999999999
16.0,19.0,4.2634,-7.0,56.8559
16.0,20.0,2.5570999999999997,24.0,36.920849999999994
16.0,21.0,6.765,-24.0,88.9275
16.0,22.0,6.9691,-26.0,91.48285000000001
16.0,23.0,7.327100000000001,13.0,100.21585
16.0,24.0,7.7837,12.0,106.27995
16.0,25.0,1.7324000000000002,16.0,24.987400000000004
16.0,26.0,3.346,23.0,47.471
16.0,27.0,6.608,-5.0,88.708
16.0,28.0,5.2844,-9.0,70.43939999999999
16.0,29.0,5.752,5.0,78.152
16.0,30.0,7.9285,-25.0,104.53475
16.0,31.0,7.025399999999999,-8.0,94.04289999999999
16.0,32.0,4.715,19.0,65.5525
16.0,33.0,10.6984,20.0,146.42839999999998
16.0,34.0,9.1691,-22.0,121.58285
16.0,35.0,9.7188,-7.0,130.5038
16.0,36.0,6.131600000000001,-10.0,81.7766
16.0,37.0,11.876,-7.0,159.626
16.0,38.0,8.4333,5.0,114.34955
16.0,39.0,9.3932,-9.0,125.9082
17.0,0.0,5.8292,24.0,81.0942
17.0,1.0,6.4548000000000005,-10.0,86.13980000000001
17.0,2.0,2.3185,-6.0,30.699749999999995
17.0,3.0,8.743,25.0,120.5305
17.0,4.0,7.9945,42.0,112.12575000000001
17.0,5.0,3.3971999999999998,10.0,46.862199999999994
17.0,6.0,5.9898,30.0,83.86229999999999
17.0,7.0,2.6554,52.0,41.047900000000006
17.0,8.0,7.2115,34.0,100.75525
17.0,9.0,7.722300000000001,-1.0,104.15105000000001
17.0,10.0,9.312700000000001,-1.0,125.62145000000002
17.0,11.0,4.8997,14.0,67.54595
17.0,12.0,4.8797,11.0,66.97594999999998
17.0,13.0,5.883,14.0,80.82050000000001
17.0,14.0,6.3988000000000005,6.0,86.9838
17.0,15.0,10.4535,22.0,143.32225
17.0,16.0,9.7285,23.0,133.63475000000003
17.0,18.0,1.5836,0.0,21.3786
17.0,19.0,8.8235,16.0,120.71724999999998
17.0,20.0,8.591,47.0,120.6785
17.0,21.0,7.1487,-1.0,96.40745
17.0,22.0,10.4787,-3.0,141.16244999999998
17.0,23.0,11.3818,36.0,157.2543
17.0,24.0,7.1998,35.0,100.6973
17.0,25.0,8.0464,39.0,112.52640000000001
17.0,26.0,6.8346,46.0,96.8671
17.0,27.0,4.7391000000000005,18.0,65.77785
17.0,28.0,8.0174,14.0,109.63490000000002
17.0,29.0,5.9174,28.0,82.6849
17.0,30.0,2.9501,-2.0,39.626349999999995
17.0,31.0,3.3672,15.0,46.9572
17.0,32.0,6.7063999999999995,42.0,94.73639999999999
17.0,33.0,2.1142,43.0,32.841699999999996
17.0,34.0,3.64,1.0,49.24
17.0,35.0,4.1398,16.0,57.487300000000005
17.0,36.0,3.9713000000000003,13.0,54.91255
17.0,37.0,4.0285,16.0,55.984750000000005
17.0,38.0,6.9356,28.0,96.4306
17.0,39.0,6.001399999999999,14.0,82.4189
18.0,0.0,4.6817,24.0,65.60295
18.0,1.0,5.0854,-10.0,67.6529
18.0,2.0,3.1035999999999997,-6.0,41.29859999999999
18.0,3.0,7.5043999999999995,25.0,103.8094
18.0,4.0,6.7559,42.0,95.40465
18.0,5.0,2.0278,10.0,28.3753
18.0,6.0,4.7512,30.0,67.1412
18.0,7.0,1.9008,52.0,30.8608
18.0,8.0,6.063899999999999,34.0,85.26265
18.0,9.0,6.353,-1.0,85.66550000000001
18.0,10.0,7.9433,-1.0,107.13455
18.0,11.0,5.6848,14.0,78.1448
18.0,12.0,5.6648000000000005,11.0,77.5748
18.0,13.0,6.668100000000001,14.0,91.41935000000002
18.0,14.0,7.1838999999999995,6.0,97.58264999999999
18.0,15.0,9.214799999999999,22.0,126.59979999999999
18.0,16.0,8.489799999999999,23.0,116.91229999999999
18.0,17.0,1.6329,0.0,22.044150000000002
18.0,19.0,7.4541,16.0,102.23035
18.0,20.0,7.352399999999999,47.0,103.95739999999999
18.0,21.0,5.7793,-1.0,77.92055
18.0,22.0,9.1342,-3.0,123.0117
18.0,23.0,10.0124,36.0,138.76739999999998
18.0,24.0,6.0522,35.0,85.2047
18.0,25.0,6.8078,39.0,95.80530000000002
18.0,26.0,5.595899999999999,46.0,80.14464999999998
18.0,27.0,3.3697,18.0,47.290949999999995
18.0,28.0,6.3889,14.0,87.65015
18.0,29.0,4.7698,28.0,67.1923
18.0,30.0,1.8025,-2.0,24.13375
18.0,31.0,2.2196,15.0,31.464599999999997
18.0,32.0,5.4678,42.0,78.01530000000001
18.0,33.0,2.3043,43.0,35.408049999999996
18.0,34.0,3.2013000000000003,1.0,43.317550000000004
18.0,35.0,4.4613000000000005,16.0,61.82755000000001
18.0,36.0,2.6019,13.0,36.42565
18.0,37.0,4.8136,16.0,66.58359999999999
18.0,38.0,7.1258,28.0,98.9983
18.0,39.0,5.525,14.0,75.98750000000001
19.0,0.0,7.304399999999999,8.0,99.40939999999999
19.0,1.0,3.3916,-26.0,43.1866
19.0,2.0,10.844100000000001,-22.0,144.19535000000002
19.0,3.0,4.8525,9.0,66.40875000000001
19.0,4.0,4.605600000000001,26.0,64.77560000000001
19.0,5.0,6.8413,-6.0,91.75755000000001
19.0,6.0,5.9536999999999995,14.0,81.77495
19.0,7.0,7.7418000000000005,36.0,108.1143
19.0,8.0,7.5152,18.0,103.2552
19.0,9.0,3.0938000000000003,-17.0,40.0663
19.0,10.0,2.4032,-17.0,30.743199999999998
19.0,11.0,13.636,-2.0,183.886
19.0,12.0,13.616,-5.0,183.316
19.0,13.0,14.619299999999999,-2.0,197.16055
19.0,14.0,15.1351,-10.0,203.32385
19.0,15.0,4.5138,6.0,61.5363
19.0,16.0,3.7888,7.0,51.848800000000004
19.0,17.0,9.584200000000001,-16.0,127.78670000000002
19.0,18.0,8.459100000000001,-16.0,112.59785000000002
19.0,20.0,2.1749,31.0,32.46115
19.0,21.0,3.8725,-17.0,50.57875
19.0,22.0,3.3918000000000004,-19.0,43.889300000000006
19.0,23.0,3.9461,20.0,55.272349999999996
19.0,24.0,8.3699,19.0,114.89365
19.0,25.0,3.2866999999999997,23.0,46.670449999999995
19.0,26.0,3.4937,30.0,50.16495
19.0,27.0,5.352,2.0,72.45200000000001
19.0,28.0,4.735,-2.0,63.722500000000004
19.0,29.0,6.1591000000000005,12.0,84.34785000000001
19.0,30.0,8.078899999999999,-18.0,107.26514999999999
19.0,31.0,7.175800000000001,-1.0,96.77330000000002
19.0,32.0,4.8772,26.0,68.4422
19.0,33.0,9.118799999999998,27.0,125.80379999999998
19.0,34.0,9.331299999999999,-15.0,124.47254999999998
19.0,35.0,9.8809,0.0,133.39215000000002
19.0,36.0,5.2738000000000005,-3.0,70.89630000000001
19.0,37.0,12.038200000000002,0.0,162.5157
19.0,38.0,4.949199999999999,12.0,68.01419999999999
19.0,39.0,6.598,-2.0,88.87299999999999
20.0,0.0,6.2741999999999996,-23.0,82.40169999999999
20.0,1.0,3.8731999999999998,-57.0,46.58819999999999
20.0,2.0,9.825700000000001,-53.0,127.34695
20.0,3.0,3.6505,-22.0,47.08175
20.0,4.0,3.4874,-5.0,46.5799
20.0,5.0,6.6821,-37.0,86.50835
20.0,6.0,4.9235,-17.0,64.76724999999999
20.0,7.0,8.7179,5.0,118.19165000000001
20.0,8.0,6.3969,-13.0,85.05815
20.0,9.0,4.0699000000000005,-48.0,50.14365000000001
20.0,10.0,3.5437,-48.0,43.03994999999999
20.0,11.0,12.6515,-33.0,167.49525
20.0,12.0,12.6315,-36.0,166.92525
20.0,13.0,13.634799999999998,-33.0,180.76979999999998
20.0,14.0,14.1506,-41.0,186.93310000000002
20.0,15.0,2.9932,-25.0,37.9082
20.0,16.0,2.2681999999999998,-24.0,28.220699999999994
20.0,17.0,9.459700000000002,-47.0,123.00595000000001
20.0,18.0,8.065,-47.0,104.1775
20.0,19.0,1.7552999999999999,-31.0,20.596549999999997
20.0,21.0,4.8486,-48.0,60.65610000000001
20.0,22.0,4.5323,-50.0,56.18605
20.0,23.0,5.086600000000001,-11.0,67.56910000000002
20.0,24.0,7.3397,-12.0,97.88595
20.0,25.0,2.2425,-8.0,29.473750000000003
20.0,26.0,2.4635,-1.0,33.15725
20.0,27.0,6.328,-29.0,82.52799999999999
20.0,28.0,3.8571999999999997,-33.0,48.7722
20.0,29.0,5.1289,-19.0,67.34015
20.0,30.0,7.0605,-49.0,90.41675
20.0,31.0,6.1573,-32.0,79.92355
20.0,32.0,3.847,-5.0,51.4345
20.0,33.0,10.094899999999999,-4.0,135.88115
20.0,34.0,8.3011,-46.0,107.46485
20.0,35.0,8.8508,-31.0,116.3858
20.0,36.0,5.3237,-34.0,68.46994999999998
20.0,37.0,11.008,-31.0,145.50799999999998
20.0,38.0,5.9253,-19.0,78.09155
20.0,39.0,7.574,-33.0,98.949
21.0,0.0,7.2719,25.0,100.67065
21.0,1.0,1.801,-9.0,23.4135
21.0,2.0,8.2364,-5.0,110.6914
21.0,3.0,6.7593000000000005,26.0,93.85055
21.0,4.0,6.3178,43.0,89.5903
21.0,5.0,4.0229,11.0,55.409150000000004
21.0,6.0,5.822100000000001,31.0,81.69835
21.0,7.0,4.9234,53.0,71.7659
21.0,8.0,7.479,35.0,104.4665
21.0,9.0,1.5448,0.0,20.8548
21.0,10.0,4.1837,0.0,56.47995
21.0,11.0,10.8176,15.0,147.5376
21.0,12.0,10.797600000000001,12.0,146.9676
21.0,13.0,11.8009,15.0,160.81215
21.0,14.0,12.3167,7.0,166.97545
21.0,15.0,7.2648,23.0,100.3748
21.0,16.0,6.539899999999999,24.0,90.68865
21.0,17.0,6.7658000000000005,1.0,91.4383
21.0,18.0,5.6407,1.0,76.24945
21.0,19.0,3.6945,17.0,51.575750000000006
21.0,20.0,4.9058,48.0,71.0283
21.0,22.0,3.719,-2.0,50.006499999999996
21.0,23.0,5.2136000000000005,37.0,74.0836
21.0,24.0,8.337299999999999,36.0,116.15354999999998
21.0,25.0,5.7498000000000005,40.0,81.62230000000001
21.0,26.0,4.762899999999999,47.0,68.99914999999999
21.0,27.0,2.9129,19.0,41.22415
21.0,28.0,3.1444,15.0,43.949400000000004
21.0,29.0,6.1745,29.0,86.25575
21.0,30.0,5.7458,-1.0,77.4683
21.0,31.0,5.678100000000001,16.0,78.25435
21.0,32.0,5.0499,43.0,72.47364999999999
21.0,33.0,6.3004,44.0,89.4554
21.0,34.0,7.5216,2.0,101.7416
21.0,35.0,8.9355,17.0,122.32924999999999
21.0,36.0,3.5476,14.0,49.2926
21.0,37.0,9.946399999999999,17.0,135.97639999999998
21.0,38.0,1.7463,29.0,26.475050000000003
21.0,39.0,3.7912,15.0,52.6812
22.0,0.0,12.795200000000001,27.0,175.4352
22.0,1.0,4.993,-7.0,66.7055
22.0,2.0,12.065299999999999,-3.0,162.58154999999996
22.0,3.0,7.7185,28.0,106.99974999999999
22.0,4.0,7.7563,45.0,109.21005000000001
22.0,5.0,7.8518,13.0,107.2993
22.0,6.0,9.1044,33.0,126.2094
22.0,7.0,8.7523,55.0,123.65605
22.0,8.0,11.8438,37.0,163.5913
22.0,9.0,3.4175,2.0,46.33625
22.0,10.0,3.0595,2.0,41.50325
22.0,11.0,14.6465,17.0,199.42774999999997
22.0,12.0,14.6265,14.0,198.85775
22.0,13.0,15.629700000000001,17.0,212.70095
22.0,14.0,16.1456,9.0,218.86560000000003
22.0,15.0,5.6705,25.0,79.05175
22.0,16.0,6.7715,26.0,94.01525
22.0,17.0,10.5946,3.0,143.3271
22.0,18.0,9.4696,3.0,128.1396
22.0,19.0,4.1609,19.0,58.07214999999999
22.0,20.0,5.3256000000000006,50.0,76.8956
22.0,21.0,4.3535,2.0,58.97225000000001
22.0,23.0,2.0635,39.0,31.75725
22.0,24.0,13.6059,38.0,187.47965000000002
22.0,25.0,6.5622,42.0,92.7897
22.0,26.0,6.644399999999999,49.0,94.59939999999999
22.0,27.0,6.7418000000000005,21.0,93.1143
22.0,28.0,6.336399999999999,17.0,87.2414
22.0,29.0,11.5743,31.0,159.35305
22.0,30.0,9.5747,1.0,129.35845
22.0,31.0,8.7772,18.0,120.29220000000001
22.0,32.0,8.027800000000001,45.0,112.87530000000001
22.0,33.0,9.700899999999999,46.0,135.56214999999997
22.0,34.0,11.3505,4.0,153.63175
22.0,35.0,12.133700000000001,19.0,165.70495000000003
22.0,36.0,6.8751999999999995,16.0,94.41519999999998
22.0,37.0,13.7753,19.0,187.86655
22.0,38.0,4.889399999999999,31.0,69.10689999999998
22.0,39.0,7.1712,17.0,98.5112
23.0,0.0,10.267299999999999,-12.0,137.40855
23.0,1.0,5.2176,-46.0,65.83760000000001
23.0,2.0,12.6701,-42.0,166.84635
23.0,3.0,8.553600000000001,-11.0,114.37360000000002
23.0,4.0,7.5685,6.0,102.77475
23.0,5.0,8.667399999999999,-26.0,114.4099
23.0,6.0,8.9166,-6.0,119.77410000000002
23.0,7.0,9.5679,16.0,130.76665
23.0,8.0,12.6789,-2.0,170.96515000000002
23.0,9.0,4.6878,-37.0,59.5853
23.0,10.0,3.3853,-37.0,42.001549999999995
23.0,11.0,15.4621,-22.0,206.53835
23.0,12.0,15.4421,-25.0,205.96835
23.0,13.0,16.4453,-22.0,219.81155
23.0,14.0,16.9611,-30.0,225.97484999999998
23.0,15.0,6.5056,-14.0,86.4256
23.0,16.0,7.6066,-13.0,101.3891
23.0,17.0,11.410200000000001,-36.0,150.43770000000004
23.0,18.0,10.285200000000001,-36.0,135.25020000000004
23.0,19.0,3.9731,-20.0,51.63685
23.0,20.0,5.1378,11.0,70.4603
23.0,21.0,5.698600000000001,-37.0,73.23110000000001
23.0,22.0,2.2077,-39.0,25.903950000000002
23.0,24.0,14.441,-1.0,194.85350000000003
23.0,25.0,6.2496,3.0,84.6696
23.0,26.0,6.456600000000001,10.0,88.1641
23.0,27.0,7.178,-18.0,95.10300000000001
23.0,28.0,6.561,-22.0,86.37349999999999
23.0,29.0,9.122,-8.0,122.347
23.0,30.0,9.905,-38.0,129.9175
23.0,31.0,9.0018,-21.0,119.4243
23.0,32.0,7.8401000000000005,6.0,106.44135
23.0,33.0,10.9449,7.0,148.45615
23.0,34.0,11.6807,-35.0,154.18945
23.0,35.0,12.3583,-20.0,164.83705
23.0,36.0,7.0998,-23.0,93.5473
23.0,37.0,14.5909,-20.0,194.97715
23.0,38.0,6.159800000000001,-8.0,82.35730000000001
23.0,39.0,8.424100000000001,-22.0,111.52535000000002
24.0,0.0,2.0120999999999998,-11.0,26.063349999999996
24.0,1.0,7.614,-45.0,98.289
24.0,2.0,6.8761,-41.0,88.72735
24.0,3.0,5.8309,-10.0,77.71715
24.0,4.0,4.864,7.0,66.364
24.0,5.0,6.4864,-25.0,85.0664
24.0,6.0,4.1652,-5.0,55.730199999999996
24.0,7.0,8.5036,17.0,116.49860000000001
24.0,8.0,1.7082,-1.0,22.9607
24.0,9.0,9.0975,-36.0,119.21625
24.0,10.0,10.3285,-36.0,135.83475
24.0,11.0,10.320200000000002,-21.0,137.22270000000003
24.0,12.0,10.039200000000001,-24.0,133.1292
24.0,13.0,10.58,-21.0,140.73000000000002
24.0,14.0,11.8193,-29.0,156.66055
24.0,15.0,8.0976,-13.0,108.0176
24.0,16.0,7.3972,-12.0,98.6622
24.0,17.0,7.7127,-35.0,100.62145
24.0,18.0,6.4058,-35.0,82.9783
24.0,19.0,8.4556,-19.0,112.2506
24.0,20.0,7.070600000000001,12.0,96.65310000000001
24.0,21.0,9.078700000000001,-36.0,118.96245000000002
24.0,22.0,11.317,-38.0,148.9795
24.0,23.0,11.8713,1.0,160.36255
24.0,25.0,6.1051,4.0,82.81885000000001
24.0,26.0,5.6621999999999995,11.0,77.53969999999998
24.0,27.0,7.227600000000001,-17.0,95.8726
24.0,28.0,6.8173,-21.0,89.93355000000001
24.0,29.0,2.8312,-7.0,37.52119999999999
24.0,30.0,5.1692,-37.0,66.0842
24.0,31.0,4.6051,-20.0,60.168850000000006
24.0,32.0,4.0719,7.0,55.67065000000001
24.0,33.0,8.4564,8.0,114.9614
24.0,34.0,4.8678,-34.0,62.3153
24.0,35.0,5.4175,-19.0,71.23625
24.0,36.0,6.4249,-22.0,84.53614999999999
24.0,37.0,8.0842,-19.0,107.23669999999998
24.0,38.0,10.567200000000001,-7.0,141.95720000000003
24.0,39.0,9.3479,-21.0,124.09665
25.0,0.0,5.6126000000000005,-15.0,74.27010000000001
25.0,1.0,3.8081,-49.0,46.509350000000005
25.0,2.0,9.298,-45.0,121.023
25.0,3.0,2.062,-14.0,26.436999999999998
25.0,4.0,2.2948000000000004,3.0,31.279800000000005
25.0,5.0,6.094399999999999,-29.0,79.37439999999998
25.0,6.0,4.395899999999999,-9.0,58.44464999999999
25.0,7.0,8.16,13.0,111.46
25.0,8.0,5.2044,-5.0,69.7594
25.0,9.0,5.3194,-40.0,67.8119
25.0,10.0,4.7932,-40.0,60.70819999999999
25.0,11.0,12.123899999999999,-25.0,161.17264999999998
25.0,12.0,12.1039,-28.0,160.60264999999998
25.0,13.0,13.1072,-25.0,174.4472
25.0,14.0,13.623,-33.0,180.61049999999997
25.0,15.0,2.3194,-17.0,29.6119
25.0,16.0,1.3340999999999998,-16.0,16.410349999999998
25.0,17.0,8.844299999999999,-39.0,115.49804999999998
25.0,18.0,7.5374,-39.0,97.85489999999999
25.0,19.0,3.0048000000000004,-23.0,38.26480000000001
25.0,20.0,1.2495,8.0,17.66825
25.0,21.0,5.2726999999999995,-40.0,67.18145
25.0,22.0,5.7818000000000005,-42.0,73.85430000000001
25.0,23.0,6.336,-3.0,85.236
25.0,24.0,6.5898,-4.0,88.5623
25.0,26.0,1.9504000000000001,7.0,27.0304
25.0,27.0,5.2124,-21.0,68.2674
25.0,28.0,3.7990999999999997,-25.0,48.78785
25.0,29.0,4.5582,-11.0,60.435700000000004
25.0,30.0,6.5329,-41.0,84.09415
25.0,31.0,5.6297,-24.0,73.60094999999998
25.0,32.0,3.3194,3.0,45.1119
25.0,33.0,9.3028,4.0,125.9878
25.0,34.0,7.7735,-38.0,101.14225
25.0,35.0,8.3231,-23.0,110.06185
25.0,36.0,4.736,-26.0,61.336
25.0,37.0,10.4804,-23.0,139.1854
25.0,38.0,7.1747,-11.0,95.75845
25.0,39.0,7.9009,-25.0,104.16215
26.0,0.0,4.224399999999999,-22.0,54.829399999999985
26.0,1.0,2.9520999999999997,-56.0,34.25335
26.0,2.0,7.7758,-52.0,99.7733
26.0,3.0,2.8281,-21.0,36.07935
26.0,4.0,2.4333,-4.0,32.44955
26.0,5.0,4.5722,-36.0,58.12469999999999
26.0,6.0,2.8737,-16.0,37.19495
26.0,7.0,6.6378,6.0,90.2103
26.0,8.0,4.3325,-12.0,57.28874999999999
26.0,9.0,4.4356,-47.0,55.1806
26.0,10.0,5.1613999999999995,-47.0,64.9789
26.0,11.0,10.601700000000001,-32.0,139.92295000000001
26.0,12.0,10.581700000000001,-35.0,139.35295000000002
26.0,13.0,11.585,-32.0,153.19750000000002
26.0,14.0,12.1008,-40.0,159.36079999999998
26.0,15.0,4.1561,-24.0,53.707350000000005
26.0,16.0,3.4312,-23.0,44.0212
26.0,17.0,7.322,-46.0,94.247
26.0,18.0,6.0152,-46.0,76.60520000000001
26.0,19.0,3.2885,-30.0,41.39475
26.0,20.0,2.2937,1.0,31.06495
26.0,21.0,4.4167,-47.0,54.92544999999999
26.0,22.0,6.1499,-49.0,78.12364999999998
26.0,23.0,6.7042,-10.0,89.5067
26.0,24.0,5.2898000000000005,-11.0,70.31230000000001
26.0,25.0,1.6074000000000002,-7.0,20.999900000000004
26.0,27.0,3.6902,-28.0,47.017700000000005
26.0,28.0,2.7432,-32.0,33.8332
26.0,29.0,3.0791,-18.0,39.76785
26.0,30.0,5.0107,-48.0,62.84445000000001
26.0,31.0,4.1075,-31.0,52.35125
26.0,32.0,1.7972000000000001,-4.0,23.8622
26.0,33.0,7.780600000000001,-3.0,104.73810000000002
26.0,34.0,6.2513000000000005,-45.0,79.89255
26.0,35.0,6.8008999999999995,-30.0,88.81214999999999
26.0,36.0,3.2138,-33.0,40.0863
26.0,37.0,8.958200000000001,-30.0,117.93570000000003
26.0,38.0,5.9053,-18.0,77.92155000000001
26.0,39.0,6.0903,-32.0,79.01905
27.0,0.0,5.2399,6.0,71.33864999999999
27.0,1.0,2.0675,-28.0,25.11125
27.0,2.0,6.9639,-24.0,91.61264999999999
27.0,3.0,6.9859,7.0,95.00965000000001
27.0,4.0,5.492,24.0,76.542
27.0,5.0,2.7505,-8.0,36.33175000000001
27.0,6.0,3.4246999999999996,12.0,47.43345
27.0,7.0,3.651,34.0,52.6885
27.0,8.0,6.0161999999999995,16.0,82.81869999999999
27.0,9.0,3.3350999999999997,-19.0,43.12385
27.0,10.0,4.9254,-19.0,64.59289999999999
27.0,11.0,9.545200000000001,-4.0,128.46020000000001
27.0,12.0,9.5251,-7.0,127.88885
27.0,13.0,10.5284,-4.0,141.7334
27.0,14.0,11.0442,-12.0,147.8967
27.0,15.0,8.0066,4.0,108.48910000000001
27.0,16.0,7.2816,5.0,98.80160000000001
27.0,17.0,5.4933000000000005,-18.0,72.35955000000001
27.0,18.0,4.3682,-18.0,57.170700000000004
27.0,19.0,4.4361999999999995,-2.0,59.68869999999999
27.0,20.0,5.6475,29.0,79.14125
27.0,21.0,2.7614,-19.0,35.3789
27.0,22.0,6.1164,-21.0,80.4714
27.0,23.0,6.9945,18.0,96.22575
27.0,24.0,6.6105,17.0,90.94175
27.0,25.0,5.9764,21.0,82.78139999999999
27.0,26.0,4.3325,28.0,61.28874999999999
27.0,28.0,3.371,-4.0,45.1085
27.0,29.0,4.7116999999999996,10.0,64.60794999999999
27.0,30.0,4.4734,-20.0,58.390899999999995
27.0,31.0,3.1471,-3.0,42.18585
27.0,32.0,4.307600000000001,24.0,60.552600000000005
27.0,33.0,5.028,25.0,70.378
27.0,34.0,6.2491,-17.0,82.66285
27.0,35.0,6.5036000000000005,-2.0,87.5986
27.0,36.0,1.2450999999999999,-5.0,16.30885
27.0,37.0,8.674,-2.0,116.89899999999999
27.0,38.0,4.5579,10.0,62.53165
27.0,39.0,2.5071,-4.0,33.44585
28.0,0.0,4.394,10.0,60.319
28.0,1.0,1.7643,-24.0,21.41805
28.0,2.0,7.8464,-20.0,103.9264
28.0,3.0,4.105,11.0,56.517500000000005
28.0,4.0,3.3565,28.0,48.11275
28.0,5.0,4.401,-4.0,59.0135
28.0,6.0,2.9443,16.0,41.34805
28.0,7.0,5.958699999999999,38.0,84.24244999999999
28.0,8.0,4.601100000000001,20.0,64.11485000000002
28.0,9.0,3.9063000000000003,-15.0,51.23505
28.0,10.0,5.0261000000000005,-15.0,66.35235
28.0,11.0,10.6723,0.0,144.07605
28.0,12.0,10.652299999999999,-3.0,143.50604999999996
28.0,13.0,11.6555,0.0,157.34925
28.0,14.0,12.171299999999999,-8.0,163.51254999999998
28.0,15.0,5.386699999999999,8.0,73.52044999999998
28.0,16.0,4.6617,9.0,63.83295
28.0,17.0,7.1786,-14.0,95.5111
28.0,18.0,5.996899999999999,-14.0,79.55814999999998
28.0,19.0,4.536899999999999,2.0,61.44814999999999
28.0,20.0,3.5076,33.0,50.6526
28.0,21.0,3.2289,-15.0,42.09015
28.0,22.0,6.217,-17.0,82.22949999999999
28.0,23.0,7.0952,22.0,97.9852
28.0,24.0,5.4595,21.0,75.80324999999999
28.0,25.0,3.233,25.0,46.1455
28.0,26.0,2.197,32.0,32.859500000000004
28.0,27.0,2.4738,4.0,33.7963
28.0,29.0,3.2965999999999998,14.0,45.90409999999999
28.0,30.0,5.081300000000001,-16.0,66.99755000000002
28.0,31.0,4.178100000000001,1.0,56.50435000000001
28.0,32.0,2.1721,28.0,32.123349999999995
28.0,33.0,7.3357,29.0,101.93195
28.0,34.0,6.3218000000000005,-13.0,84.0443
28.0,35.0,6.8715,2.0,92.96525000000001
28.0,36.0,2.3956,-1.0,32.2406
28.0,37.0,9.028799999999999,2.0,122.08879999999998
28.0,38.0,4.5796,14.0,63.2246
28.0,39.0,4.8148,0.0,64.9998
29.0,0.0,1.3393,-4.0,17.68055
29.0,1.0,5.0737,-38.0,64.69494999999999
29.0,2.0,5.718100000000001,-34.0,73.79435000000001
