Cluster_ID,Centroide_Lat,Centroide_Lon,Distancia_Media_km,Num_Puntos,Pct_Origen,Pct_Destino,Altitud
32,41.88370600956938,12.46049016985646,0.257493233356224,835,48.50299401197605,51.49700598802395,78.0
33,41.88761172254336,12.5191782566474,0.3168137685598135,866,46.65127020785219,53.34872979214781,51.0
34,41.8831654478022,12.522385550824175,0.288940726420789,727,47.59284731774415,52.40715268225584,44.0
35,41.92385381481481,12.45888516931217,0.2568151257302969,189,46.56084656084656,53.43915343915344,20.0
36,41.91710718112245,12.460094866071428,0.3660902616352522,784,53.69897959183674,46.30102040816326,18.0
37,41.83282478214286,12.459852485714286,0.2457887816937251,280,49.28571428571429,50.71428571428571,43.0
38,41.83375194513275,12.46613049380531,0.2693255874872604,565,52.92035398230088,47.07964601769912,43.0
39,41.9243645097493,12.509755164345403,0.357393180567123,358,50.27932960893855,49.72067039106145,47.0
40,41.923337105860114,12.51562254442344,0.2495659037739975,530,52.83018867924528,47.16981132075472,27.0
41,41.88039157042253,12.46665035915493,0.1712641399500412,284,49.29577464788733,50.70422535211267,29.0
42,41.87717537613293,12.47268957099698,0.2290005583529413,662,51.057401812688816,48.94259818731118,21.0
43,41.87387705013928,12.466708480501392,0.2265612113032558,718,52.36768802228412,47.63231197771588,16.0
44,41.90674335701907,12.460149480069324,0.3403345622277019,577,50.08665511265165,49.91334488734835,21.0
45,41.91080850311526,12.456162280373832,0.2766623274434479,642,51.86915887850467,48.13084112149533,21.0
46,41.87663056666667,12.5187033,0.2112841299029091,776,51.80412371134021,48.1958762886598,49.0
47,41.875091374172186,12.52940798013245,0.3598247451209308,906,45.58498896247241,54.41501103752759,50.0
48,41.8765575048976,12.523760145146928,0.2171492666045066,1127,55.36823425022183,44.631765749778175,47.0
49,41.87091110493047,12.520299170670038,0.3023570443257197,791,46.017699115044245,53.98230088495575,49.0
50,41.91869510526316,12.50300242631579,0.3289299440092282,382,48.95287958115184,51.047120418848166,66.0
51,41.91376986914378,12.506822775444263,0.3230499161889317,617,48.946515397082656,51.053484602917344,62.0
52,41.90714368373494,12.493171412650602,0.37633129393513,332,44.27710843373494,55.72289156626506,62.0
53,41.90921256896552,12.49883009578544,0.2919178227556828,522,50.95785440613027,49.042145593869726,77.0
54,41.89965736599424,12.465925932276656,0.3207754408588165,694,52.017291066282425,47.982708933717575,27.0
55,41.8984950585034,12.472206353741496,0.2821095287105925,735,51.29251700680272,48.70748299319728,32.0
56,41.90577325323276,12.479284806034483,0.2594032366404692,930,45.59139784946237,54.40860215053763,29.0
57,41.90510036933798,12.487323155052264,0.2906601096255986,573,49.56369982547993,50.43630017452006,57.0
58,41.90186846938776,12.482023516034984,0.2182115713113306,685,49.34306569343065,50.65693430656935,35.0
59,41.886064967836255,12.50996215643275,0.1368623559499651,684,56.57894736842105,43.42105263157895,44.0
60,41.89020045865633,12.504519,0.3313988714161064,774,51.67958656330749,48.320413436692505,46.0
61,41.89249852313167,12.511787640569397,0.2937963166114652,562,48.220640569395016,51.77935943060498,54.0
62,41.87388484419552,12.48181379735234,0.3253322559807124,982,50.61099796334012,49.38900203665988,16.0
63,41.87900499196788,12.476837307228916,0.2240602571674057,498,48.795180722891565,51.20481927710844,24.0
64,41.90132985467128,12.501059937716263,0.2035198599867055,867,51.095732410611305,48.904267589388695,58.0
65,41.89559190555556,12.500503296296296,0.2386030898295999,540,50.92592592592593,49.07407407407408,64.0
66,41.90036921568628,12.49582665490196,0.2532007517457103,255,48.62745098039216,51.37254901960784,66.0
67,41.87357917480136,12.455929278093077,0.3387013886968816,881,51.30533484676504,48.694665153234965,44.0
68,41.87508542700157,12.448445718995291,0.3521361088721472,637,47.09576138147567,52.90423861852433,77.0
69,41.86542089484536,12.486015412371136,0.3489386386422943,485,48.65979381443299,51.340206185567006,21.0
70,41.86778914090909,12.491902438636364,0.2729541480325662,440,42.95454545454545,57.04545454545455,15.0
71,41.89569804958678,12.476454040289257,0.2435427242670566,968,52.582644628099175,47.417355371900825,31.0
72,41.89591149690403,12.48231928637771,0.2057307765665567,646,52.78637770897833,47.21362229102167,33.0
73,41.89041273451328,12.480247914454278,0.2033623118675057,339,49.85250737463127,50.14749262536873,18.0
74,41.844364069343065,12.483699150851582,0.234220416956372,822,48.78345498783455,51.21654501216545,39.0
75,41.84867219157895,12.48666364,0.2200038010963715,475,56.21052631578948,43.78947368421053,35.0
76,41.846385102150535,12.490081384408604,0.215951777944479,372,47.58064516129033,52.41935483870967,48.0
77,41.91037646230159,12.447078317460315,0.3472021900001896,503,52.88270377733598,47.11729622266402,41.0
78,41.904807759259256,12.445079172839506,0.275489713001994,325,39.69230769230769,60.30769230769231,32.0
