Cluster_ID,Centroide_Lat,Centroide_Lon,Distancia_Media_km,Num_Puntos,Pct_Origen,Pct_Destino
4,41.90497866046512,12.511413041860465,0.4832892361640243,432,47.91666666666667,52.083333333333336
10,41.92598660169492,12.46682907118644,0.4471575857097417,591,52.45346869712352,47.54653130287648
12,41.83073036071429,12.472888996428573,0.4028060031383373,280,49.642857142857146,50.35714285714285
13,41.82250279936306,12.478083949044589,0.451850387862318,314,47.13375796178344,52.86624203821656
14,41.8198775390625,12.4633706875,0.5888287157131875,128,37.5,62.5
15,41.93134035924007,12.519139210708117,0.4374145197894975,580,47.93103448275862,52.06896551724138
17,41.86513927910448,12.467325795522388,0.3768196276399049,670,49.1044776119403,50.8955223880597
19,41.92455302559055,12.48208626968504,0.457804983984894,508,48.031496062992126,51.96850393700787
20,41.9216443988764,12.494996756554308,0.449361085527431,542,46.309963099631,53.69003690036901
22,41.93605092074199,12.467409890387858,0.312457294109243,593,51.264755480607086,48.735244519392914
23,41.945862855477856,12.467240986013984,0.4926684701190553,429,47.55244755244755,52.44755244755245
31,41.88251359723965,12.486746340025094,0.362636954465517,797,49.56085319949812,50.439146800501874
35,41.85911782092556,12.498262432595574,0.5515719598827049,497,47.48490945674044,52.51509054325956
39,41.89720159023354,12.45049583014862,0.4716398001857666,471,49.04458598726114,50.955414012738856
40,41.88009002956989,12.502192344086021,0.25050740525231086,372,53.494623655913976,46.50537634408602
41,41.88207333646616,12.51259695112782,0.2354059267195718,1597,50.4070131496556,49.592986850344396
42,41.87727156336088,12.508008644628099,0.26398938011036627,725,50.758620689655174,49.24137931034483
43,41.87475744606414,12.51392070845481,0.27157891588406546,343,46.647230320699705,53.352769679300295
44,41.910930893063586,12.467320326589595,0.24765821698135565,344,51.74418604651163,48.25581395348838
45,41.91186269815951,12.475493840490797,0.22057767314607582,815,52.760736196319016,47.239263803680984
46,41.90666490049751,12.472269708126037,0.2547488597036021,605,47.768595041322314,52.231404958677686
47,41.85615941689373,12.483832092643052,0.2461888401176314,367,47.68392370572207,52.31607629427793
48,41.855858847883596,12.477061247354497,0.39053492031398446,756,51.98412698412699,48.01587301587302
49,41.91936977165354,12.522465519685039,0.25931811559911316,254,47.24409448818898,52.75590551181102
50,41.9120199296875,12.5213437828125,0.3735955184547737,640,50.78125,49.21875
51,41.88550976061121,12.472062903225806,0.2062888856427054,589,52.801358234295414,47.198641765704586
