Cluster_ID,Centroide_Lat,Centroide_Lon,Distancia_Media_km,Num_Puntos,Pct_Origen,Pct_Destino
52,41.89058069827586,12.47306526724138,0.23028812157777936,698,51.00286532951289,48.99713467048711
53,41.88807317979452,12.467868029109589,0.26849633124478955,582,44.329896907216494,55.670103092783506
54,41.89308295145631,12.492665799352752,0.24598443260365113,927,51.56418554476807,48.43581445523193
55,41.89583391115703,12.488447378099174,0.28886083846404226,484,56.40495867768595,43.595041322314046
56,41.889089063593005,12.495808362480128,0.18930912463588326,629,45.46899841017488,54.531001589825124
57,41.88235385399449,12.455440661157025,0.2345001863896539,364,47.25274725274725,52.74725274725275
58,41.87837283472057,12.459264141498217,0.16370282429428462,841,51.60523186682521,48.39476813317479
59,41.88370600956938,12.46049016985646,0.25749323335622404,835,48.50299401197605,51.49700598802395
60,41.887611722543355,12.519178256647399,0.3168137685598135,866,46.65127020785219,53.34872979214781
61,41.8831654478022,12.522385550824175,0.288940726420789,727,47.59284731774415,52.40715268225584
62,41.92385381481481,12.45888516931217,0.25681512573029697,189,46.56084656084656,53.43915343915344
63,41.91710718112245,12.460094866071428,0.3660902616352522,784,53.69897959183674,46.30102040816326
64,41.83363446833334,12.466144555,0.2730793422812289,600,54.166666666666664,45.83333333333333
65,41.83263931596091,12.45982148859935,0.2579323681282765,307,52.11726384364821,47.88273615635179
66,41.9243645097493,12.509755164345403,0.35739318056712305,358,50.27932960893855,49.72067039106145
67,41.923337105860114,12.51562254442344,0.24956590377399754,530,52.83018867924528,47.16981132075472
68,41.88039157042253,12.46665035915493,0.17126413995004122,284,49.29577464788733,50.70422535211267
69,41.87717537613293,12.472689570996979,0.2290005583529413,662,51.057401812688816,48.94259818731118
70,41.87387705013928,12.466708480501392,0.22656121130325588,718,52.36768802228412,47.63231197771588
71,41.90674335701907,12.460149480069324,0.3403345622277019,577,50.08665511265165,49.91334488734835
72,41.91080850311526,12.456162280373832,0.27666232744344793,642,51.86915887850467,48.13084112149533
73,41.87663056666667,12.5187033,0.2112841299029091,776,51.80412371134021,48.1958762886598
74,41.875091374172186,12.52940798013245,0.3598247451209308,906,45.58498896247241,54.41501103752759
75,41.8765575048976,12.523760145146928,0.21714926660450662,1127,55.368234250221825,44.631765749778175
76,41.87091110493047,12.520299170670038,0.30235704432571975,791,46.017699115044245,53.98230088495575
77,41.91869510526316,12.50300242631579,0.3289299440092282,382,48.952879581151834,51.047120418848166
78,41.91376986914378,12.506822775444265,0.3230499161889317,617,48.946515397082656,51.053484602917344
79,41.90714368373494,12.493171412650602,0.37633129393513004,332,44.27710843373494,55.72289156626506
80,41.909212568965515,12.49883009578544,0.29191782275568284,522,50.95785440613027,49.042145593869726
81,41.89965736599424,12.465925932276656,0.3207754408588165,694,52.017291066282425,47.982708933717575
82,41.8984950585034,12.472206353741496,0.2821095287105925,735,51.29251700680272,48.707482993197274
83,41.90577325323276,12.479284806034483,0.25940323664046927,930,45.59139784946237,54.40860215053763
84,41.90510036933798,12.487323155052264,0.29066010962559863,573,49.56369982547993,50.43630017452006
85,41.90186846938776,12.482023516034985,0.2182115713113306,685,49.34306569343065,50.65693430656935
86,41.886064967836255,12.50996215643275,0.13686235594996518,684,56.57894736842105,43.42105263157895
87,41.89020045865633,12.504519,0.33139887141610647,774,51.67958656330749,48.320413436692505
88,41.89249852313167,12.511787640569395,0.29379631661146527,562,48.220640569395016,51.779359430604984
89,41.873884844195516,12.481813797352341,0.3253322559807124,982,50.61099796334012,49.38900203665988
90,41.879004991967875,12.476837307228916,0.22406025716740574,498,48.795180722891565,51.204819277108435
91,41.90132985467128,12.501059937716263,0.2035198599867055,867,51.095732410611305,48.904267589388695
92,41.895591905555555,12.500503296296296,0.23860308982959996,540,50.92592592592593,49.074074074074076
93,41.900369215686275,12.495826654901961,0.2532007517457103,255,48.627450980392155,51.37254901960784
94,41.873579174801364,12.455929278093077,0.33870138869688166,881,51.305334846765035,48.694665153234965
95,41.87508542700157,12.448445718995291,0.35213610887214725,637,47.09576138147567,52.90423861852433
96,41.865420894845364,12.486015412371135,0.34893863864229435,485,48.65979381443299,51.340206185567006
97,41.86778914090909,12.491902438636364,0.2729541480325662,440,42.95454545454545,57.04545454545455
98,41.89569804958678,12.476454040289257,0.24354272426705664,968,52.582644628099175,47.417355371900825
99,41.89591149690403,12.48231928637771,0.20573077656655678,646,52.78637770897833,47.21362229102167
100,41.890412734513276,12.480247914454278,0.2033623118675057,339,49.852507374631266,50.14749262536873
101,41.844364069343065,12.483699150851582,0.234220416956372,822,48.78345498783455,51.21654501216545
102,41.84867219157895,12.48666364,0.22000380109637158,475,56.21052631578948,43.78947368421053
103,41.846385102150535,12.490081384408603,0.21595177794447906,372,47.58064516129033,52.41935483870967
104,41.910376462301585,12.447078317460317,0.34720219000018965,503,52.88270377733598,47.11729622266402
105,41.904807759259256,12.445079172839506,0.275489713001994,325,39.69230769230769,60.30769230769231
